Id,SalePrice
1461,125815.77995032164
1462,155135.63701857594
1463,183998.46450121072
1464,192713.72044072032
1465,184825.18145562994
1466,173586.85374167765
1467,179174.42902653228
1468,165531.47255654066
1469,190608.8497423206
1470,121420.6431272848
1471,192712.8221865695
1472,96532.04567094213
1473,93361.65212863023
1474,152046.27079021215
1475,123497.52598072836
1476,379376.0526756664
1477,256205.0347763414
1478,280667.00193504954
1479,261135.30346514253
1480,454382.5896701664
1481,325964.39024330204
1482,202443.1552813427
1483,165736.00518864152
1484,162414.13691837556
1485,179240.60144920024
1486,193109.32950879566
1487,347194.8888310753
1488,238259.69196390396
1489,201396.73614037913
1490,221103.6661957113
1491,190517.19922842752
1492,89149.16798059898
1493,175311.69961974598
1494,290798.5241684627
1495,295493.3338322879
1496,230339.44205052036
1497,186017.35872012482
1498,156704.63088335394
1499,159262.85090529604
1500,148679.35334217132
1501,172198.33609821278
1502,144521.88224747972
1503,300402.3686613747
1504,243303.16574976945
1505,226534.90641149553
1506,185561.9624240336
1507,241175.749106195
1508,209866.85217674135
1509,155411.0342386678
1510,147464.93514019024
1511,145952.04775178738
1512,176345.93515397963
1513,151420.8262563522
1514,158023.42167907872
1515,181502.98439037096
1516,150057.63924409484
1517,165176.21010907006
1518,135278.21065264285
1519,215908.46450450574
1520,133945.60822771792
1521,134074.33738469306
1522,183903.8972537065
1523,107215.54452573754
1524,125305.27559662679
1525,124511.44513105345
1526,120944.25056392679
1527,108544.34055227225
1528,126034.41934546006
1529,148365.71578295095
1530,172826.17833315622
1531,108546.67942572814
1532,99128.36642927518
1533,149991.72262605437
1534,119631.75888210491
1535,144530.5001207583
1536,110394.17243244551
1537,72312.73871802188
1538,145436.71152979395
1539,201652.5849570466
1540,92836.24723199062
1541,142026.03635074163
1542,136185.47030592058
1543,189355.46911433435
1544,83209.53568264308
1545,112122.92216502556
1546,135364.78413503527
1547,134007.23883608868
1548,137481.10572805468
1549,110544.58528032152
1550,140822.16454020375
1551,113819.49819086684
1552,140053.68216941573
1553,145641.9600810973
1554,116029.74217196941
1555,164572.70249960496
1556,78725.24264593632
1557,98896.75464333699
1558,93642.13103418532
1559,77243.5805090786
1560,137286.0332621473
1561,126951.55012391362
1562,128519.29066821822
1563,123677.3814887675
1564,156397.87247385114
1565,144729.63444180466
1566,247386.03917516014
1567,72631.07350758134
1568,227030.56719708256
1569,136346.36794142777
1570,141403.6703615664
1571,115447.05573424237
1572,143824.3843505875
1573,239690.25711886183
1574,108920.31318380749
1575,216923.55325285834
1576,231265.61900020292
1577,185785.3636493518
1578,144995.00909843147
1579,141036.75971973196
1580,194434.4312260367
1581,152719.29915211737
1582,127983.62349568088
1583,312640.64283600234
1584,223827.79979723608
1585,140838.10775082483
1586,66271.74921817389
1587,106896.0792064828
1588,149724.4301767885
1589,90141.11842689564
1590,136802.28781824297
1591,91407.36749777489
1592,101697.75529615291
1593,129760.54489709776
1594,140203.6781359178
1595,110169.94866061848
1596,237764.72334506366
1597,180581.90499134848
1598,215758.07987037534
1599,177680.97563747375
1600,174069.2850052779
1601,63335.42432367156
1602,117105.0386881497
1603,74504.0627248152
1604,263371.1995394147
1605,258278.86430647463
1606,174137.68844766959
1607,163390.229844394
1608,216967.7454176924
1609,189218.61219698854
1610,149183.758628467
1611,136803.21055735074
1612,161544.34760136175
1613,160088.61557525615
1614,133053.66884899788
1615,89751.05462796596
1616,72384.39731997885
1617,93593.5352389148
1618,119443.37982771364
1619,140338.63407144637
1620,150518.64048648026
1621,129803.77545584449
1622,137433.1028750694
1623,288308.47876380995
1624,215022.54140762973
1625,127042.93460136271
1626,168166.17438288717
1627,189357.89946212998
1628,278966.46637668094
1629,180699.95392929605
1630,340941.7708380323
1631,225697.45317020116
1632,245387.93812427635
1633,168767.96588635095
1634,187880.42861137423
1635,180878.46648208983
1636,152840.4899151408
1637,203102.94951053584
1638,195667.94713841728
1639,177316.80729757514
1640,257393.4804474909
1641,174711.0333315147
1642,225155.38897204451
1643,233226.1525380203
1644,232048.40494274913
1645,192561.08891804874
1646,160067.44035464452
1647,158541.37951561916
1648,130341.20727010901
1649,139849.96770974973
1650,117738.79142653986
1651,118326.40356627811
1652,101297.07316490497
1653,103139.61271912331
1654,150830.4186941132
1655,153091.8895996838
1656,147342.75739531193
1657,151956.29091083125
1658,148099.27580127565
1659,129643.72100646613
1660,150244.31741077543
1661,406041.85245889955
1662,414433.27904952696
1663,395169.1897510431
1664,404004.5666655422
1665,278057.42693244194
1666,325015.79991071345
1667,351010.49020320317
1668,341790.8642227218
1669,305360.5839695739
1670,356535.2352530068
1671,245423.91110345
1672,427034.4101974231
1673,290412.87347510696
1674,244612.35643457685
1675,179531.47444801143
1676,185352.9807822796
1677,204572.68180711538
1678,411682.84300252324
1679,373514.38112727687
1680,360697.81205650355
1681,248182.5044355688
1682,306760.0183601972
1683,171428.56879461286
1684,175333.91118203182
1685,174567.0398771449
1686,167666.4144256589
1687,170208.86811044574
1688,190315.38821088232
1689,194856.32724148344
1690,195135.45144094914
1691,177400.5140969602
1692,274447.07696518145
1693,163933.86381741898
1694,183625.64147215756
1695,166824.11939915802
1696,275063.8954388035
1697,174758.3471927251
1698,350103.10991696117
1699,316672.07153239974
1700,244419.13142398355
1701,272841.3957985649
1702,227837.8077042337
1703,260125.34338907394
1704,279896.37790890224
1705,230337.12176907365
1706,381061.8492050379
1707,216253.10505314515
1708,192885.714925805
1709,269606.1975991481
1710,221989.70566123203
1711,263377.5265471595
1712,246246.71598941524
1713,261952.39918040828
1714,225886.7199766033
1715,203563.05986306508
1716,183897.59008202597
1717,174027.5491010309
1718,130175.42149605519
1719,198613.9883649216
1720,243617.0828806941
1721,162747.91135346642
1722,117724.65912866108
1723,153991.4118630793
1724,204690.50315731525
1725,233855.85813831998
1726,183964.06994961866
1727,153588.83374240223
1728,178481.5586533178
1729,159683.78871479482
1730,161062.7458737455
1731,124249.85032093072
1732,133755.69234776424
1733,118544.80018621436
1734,128349.84553771297
1735,127019.76683981337
1736,120491.60631186573
1737,308228.4840695467
1738,223936.2537540177
1739,262832.48443337425
1740,203179.5596196462
1741,194470.61619631504
1742,171170.82402423653
1743,174105.309932001
1744,301479.6390226172
1745,203086.14293808467
1746,201170.12141488068
1747,225904.37969454922
1748,221931.40435856607
1749,154289.84003841513
1750,131195.02024147447
1751,235364.68556453596
1752,123358.83901813673
1753,144549.23206628504
1754,196906.8861119746
1755,167249.02549999836
1756,128569.07506029794
1757,122457.4130027432
1758,139099.86324979927
1759,168653.8509066458
1760,165548.6872198603
1761,145514.5322046654
1762,180310.55114249
1763,177891.07662701537
1764,120309.59947852812
1765,148651.3826582902
1766,182951.64664275738
1767,217091.50237179396
1768,144888.91324361143
1769,174622.03987264325
1770,154581.45022633235
1771,127361.13870642324
1772,133725.8915099089
1773,126834.77198670838
1774,127257.66837678906
1775,144876.16773178472
1776,121697.18760333575
1777,117426.1365042931
1778,137673.1183866566
1779,119604.03147900084
1780,177956.70050887956
1781,129024.69120214708
1782,91036.47801715061
1783,136883.1208220296
1784,107531.2306442502
1785,116699.85609138975
1786,133574.3028345966
1787,161246.86878900346
1788,53325.28077965188
1789,98463.84160068343
1790,76867.3235218596
1791,182885.17908187254
1792,157262.80949921056
1793,133868.82489664605
1794,145160.88423968747
1795,131901.19362205704
1796,126922.90983695144
1797,112937.04390650589
1798,124110.32905739428
1799,112278.73787823957
1800,125613.48289340784
1801,123853.94756191045
1802,123544.04835513965
1803,146537.85413482544
1804,143084.46166908537
1805,141507.13832280898
1806,113737.24059811488
1807,134298.57039561684
1808,125711.79579528104
1809,120195.99257322444
1810,143632.32431465108
1811,91116.74439514929
1812,92028.27280909833
1813,121447.21303585774
1814,99624.29922612419
1815,54852.74582379616
1816,99506.62771213693
1817,109012.91869485083
1818,151790.86800137558
1819,124847.1282404696
1820,57443.75356938441
1821,113614.39986250567
1822,148472.70824185948
1823,50587.83462792827
1824,123322.29583709339
1825,139305.54695914563
1826,105613.31039667665
1827,97734.30511624277
1828,138911.71224724833
1829,119584.59968211764
1830,140370.13727317745
1831,149093.11994562417
1832,85105.09606046801
1833,155471.1275905482
1834,119403.75901369314
1835,126218.88300162797
1836,125769.62075597211
1837,94998.79637388003
1838,130489.20591967665
1839,98181.84624836604
1840,155956.65999278228
1841,142205.9928255402
1842,84760.31998286238
1843,132983.2410311897
1844,136349.72315214388
1845,141905.5180111181
1846,153599.04580567667
1847,163181.2030124663
1848,55935.869870623996
1849,107832.13467039795
1850,123463.01089867293
1851,157110.86583696457
1852,132873.79732468087
1853,133134.9241033638
1854,178036.54632789944
1855,139658.0897022827
1856,223507.32075496227
1857,158525.5718657646
1858,135519.72681476673
1859,123252.77690342034
1860,146798.71817120866
1861,121716.29647470475
1862,306216.5731500825
1863,283431.6815761512
1864,283430.4018925822
1865,361584.7352272963
1866,339694.15607041976
1867,241081.56956596955
1868,297325.53012148145
1869,202503.7608746371
1870,231922.13437032385
1871,253442.25555746863
1872,171528.04581402816
1873,239070.17530956242
1874,147066.29042436244
1875,203388.86802119744
1876,192700.6938861269
1877,207589.88005849984
1878,201677.1530733183
1879,125042.79524876898
1880,137839.2741343668
1881,246071.927762439
1882,252895.80565861048
1883,188180.82145087872
1884,205315.7737866245
1885,257251.92043028845
1886,300350.16361642425
1887,203565.6796283147
1888,277621.82596493635
1889,162802.1863847458
1890,123036.62754572385
1891,136252.3812058798
1892,99332.32116238523
1893,129038.8451163332
1894,126048.3327184988
1895,139192.0006664044
1896,125035.4097853601
1897,115062.55922841263
1898,113724.74480726733
1899,148654.92737494252
1900,154851.9572295113
1901,175598.9278802474
1902,139307.87070726958
1903,216348.90978148437
1904,155896.31954565397
1905,200183.09043420578
1906,149725.6530659775
1907,215415.58453433012
1908,110527.54838312489
1909,134514.16792404876
1910,119627.8243577278
1911,212754.88514147213
1912,306394.4527513584
1913,134793.5264845441
1914,56691.91349085018
1915,319049.19837903813
1916,70606.60950318069
1917,263797.39240144717
1918,142046.1964455319
1919,169877.8259602189
1920,153490.76354013194
1921,418201.81739652273
1922,332935.45167299826
1923,215648.36498730574
1924,223985.69903054042
1925,195538.13737692172
1926,404368.79231453175
1927,131956.25985371717
1928,148552.31018050088
1929,123043.37086166698
1930,131854.32125164082
1931,143563.27693302027
1932,128529.72839980532
1933,170274.48034448997
1934,182931.50927365164
1935,168022.56718468625
1936,187140.77777111984
1937,182383.24760239822
1938,167090.1612556215
1939,248184.39133967328
1940,184439.7393837922
1941,175258.01917474467
1942,182373.12292203208
1943,207689.64787653802
1944,350682.1393490344
1945,392304.1425844274
1946,135498.23334170337
1947,347775.038259796
1948,176257.89976180412
1949,247291.74444406404
1950,186715.8038349062
1951,258083.0293124834
1952,218811.06808284117
1953,169834.3863950503
1954,191360.3196757428
1955,130450.86579989198
1956,306741.37685197993
1957,155826.06683974038
1958,307032.7326286814
1959,140442.675666598
1960,115730.5745161229
1961,124010.43705546034
1962,97775.01467681554
1963,102709.24985704043
1964,110516.64124014074
1965,143840.96013187582
1966,142380.81308850084
1967,295780.6814728937
1968,399161.7088362265
1969,390062.3661334514
1970,424433.4404341072
1971,437748.97549017076
1972,374944.7114583121
1973,256229.41606849065
1974,326316.0938388783
1975,441053.3823897873
1976,270255.92207107146
1977,361079.46497040964
1978,335737.8080849654
1979,348291.7025834696
1980,190305.64716564963
1981,356349.0369371151
1982,219491.88780922437
1983,198215.7326907893
1984,169616.08093891543
1985,218946.25739955087
1986,217124.04983650998
1987,180365.19906883663
1988,176720.71590122674
1989,191698.72247943218
1990,209196.59001722164
1991,226892.81208753708
1992,211307.7445290547
1993,170157.16849101934
1994,233375.0420089489
1995,187872.18773448188
1996,252231.37358925428
1997,321255.55129618227
1998,330046.5082984738
1999,256309.0148682144
2000,311893.33267233195
2001,252953.90125275275
2002,246126.5837617479
2003,272631.4078630423
2004,264970.51253113284
2005,225979.44402834692
2006,216639.51341812522
2007,247975.7081554679
2008,208706.16168760328
2009,190809.5498347119
2010,192027.63982459396
2011,133307.06366146615
2012,172996.31178365875
2013,180476.4697296331
2014,181017.58717252203
2015,201264.55999489359
2016,190933.76553797763
2017,192292.64911970374
2018,125998.50951969666
2019,137804.86436800042
2020,105194.51451613408
2021,107512.26330171584
2022,174013.7867772009
2023,140143.8633203191
2024,242520.7562330567
2025,345413.3741616246
2026,170413.3486176219
2027,153678.70101385878
2028,150330.09285124787
2029,169580.7453568922
2030,278711.3502947619
2031,231915.8623503463
2032,257316.77301001723
2033,270404.0608407752
2034,165543.1429870015
2035,210327.6383599103
2036,198962.76376027992
2037,200808.71010576026
2038,283735.4386167517
2039,233259.7831256762
2040,277469.536701501
2041,286479.90417541855
2042,201801.34517610655
2043,174241.07685884353
2044,174199.44827550498
2045,213631.1620765917
2046,143044.52991115864
2047,142980.14558903227
2048,137830.4310506231
2049,124174.34980623759
2050,177018.59647244608
2051,108976.68981860246
2052,128328.90558795311
2053,145172.69910548595
2054,94025.08113208701
2055,157418.15463528913
2056,140065.9195400114
2057,112618.72280002593
2058,213878.72928034747
2059,130040.51901677545
2060,167623.04155795038
2061,180132.42360080307
2062,133146.95636612366
2063,121613.1064428706
2064,142204.43955124993
2065,116839.07958623172
2066,166292.03912698658
2067,117275.55920680641
2068,129125.17503313339
2069,88979.08694372576
2070,115171.85373417585
2071,91707.82495267957
2072,130256.04665510902
2073,140202.40982112128
2074,183042.24337073986
2075,145726.1733365973
2076,124250.72476197389
2077,156555.2802736651
2078,130535.19660664232
2079,129605.87947489895
2080,123916.8951086343
2081,125179.8899891574
2082,113412.68733154802
2083,142803.18396622816
2084,119243.60177347362
2085,119940.82967065266
2086,107319.89630114948
2087,110609.71558654106
2088,89669.63683664263
2089,75878.52565578092
2090,119838.14457791297
2091,112781.24054026867
2092,123535.47586206281
2093,107948.32204743044
2094,115072.87525650386
2095,141553.1724239867
2096,84711.10797972216
2097,97684.30544136219
2098,144979.2185384086
2099,56947.28966905573
2100,82298.17165451024
2101,106485.96278295905
2102,122446.2449623518
2103,105872.13016518932
2104,132828.9219013269
2105,123427.1618984205
2106,69487.52072164815
2107,212258.16439926488
2108,119182.83784338541
2109,107500.76880884741
2110,125332.14939700149
2111,148423.57230967568
2112,144756.2390306007
2113,115772.72740932016
2114,115625.67642202954
2115,160135.4184378535
2116,111302.88932419707
2117,146068.6378836558
2118,124996.74142373446
2119,113339.50511832253
2120,111387.45840254662
2121,101543.79366055242
2122,118275.77733401628
2123,84840.73212948811
2124,172204.90267997232
2125,134374.54430994685
2126,154779.7823676604
2127,157263.17130227474
2128,131399.1288101079
2129,103022.72950886897
2130,136313.7946933591
2131,141715.04471834117
2132,111289.5314867556
2133,122300.25909245395
2134,134404.3338008162
2135,99721.69439298108
2136,74304.78973011898
2137,103189.63429849192
2138,130872.0072213226
2139,151972.17548517333
2140,137350.1634651682
2141,150153.32290848505
2142,123018.73069286226
2143,143065.10584337733
2144,127615.85766255364
2145,137669.4740227736
2146,162950.79547783727
2147,139855.56739208775
2148,132974.1798133856
2149,148583.90612682913
2150,229553.3238364357
2151,118957.17056249887
2152,151045.58417776026
2153,165431.64222267922
2154,100193.2097123661
2155,127853.87624286479
2156,248940.5527187593
2157,231960.19518738915
2158,228161.79118272034
2159,211165.78951258084
2160,177774.6499050211
2161,240622.52074941478
2162,399304.9380800266
2163,355773.7875769319
2164,266643.63004196575
2165,206345.54987901176
2166,151808.30867517585
2167,210964.724686183
2168,196735.69460001792
2169,196246.18060018116
2170,217766.65885030717
2171,143562.5018848349
2172,133573.97695394102
2173,157300.7691431103
2174,230188.54146420836
2175,314126.47364830575
